A,B,C,D,E,F,Apop,Bpop,Total users,Temperature,Conditions,Time index
23.0,9.0,5.0,3.0,10.0,8.0,0.0,0.0,58.0,28.0,3.0,64
22.0,6.0,6.0,9.0,12.0,8.0,0.0,0.0,63.0,28.0,3.0,65
24.0,7.0,7.0,3.0,11.0,6.0,0.0,0.0,58.0,28.0,3.0,66
19.0,7.0,6.0,7.0,4.0,9.0,0.0,0.0,52.0,28.0,3.0,67
23.0,14.0,7.0,10.0,4.0,7.0,0.0,0.0,65.0,29.0,2.0,68
22.0,5.0,7.0,11.0,9.0,8.0,0.8804284883178531,0.0,62.0,29.0,2.0,69
26.0,4.0,6.0,1.0,11.0,7.0,0.8804284883178531,0.0,55.0,29.0,3.0,70
30.0,4.0,6.0,4.0,5.0,6.0,0.8804284883178531,0.5700661125189511,55.0,29.0,3.0,71
24.0,6.0,8.0,11.0,7.0,5.0,0.8804284883178531,0.5700661125189511,61.0,29.0,3.0,72
28.0,4.0,9.0,11.0,8.0,11.0,0.8804284883178531,0.5700661125189511,71.0,29.0,3.0,73
32.0,1.0,8.0,16.0,5.0,8.0,0.8804284883178531,0.5700661125189511,70.0,29.0,3.0,74
33.0,3.0,8.0,10.0,7.0,7.0,0.8804284883178531,0.5700661125189511,68.0,29.0,3.0,75
27.0,4.0,9.0,8.0,4.0,8.0,0.8183592092385709,0.5700661125189511,60.0,28.0,3.0,76
27.0,4.0,8.0,5.0,6.0,5.0,0.8183592092385709,0.5700661125189511,55.0,28.0,3.0,77
27.0,5.0,9.0,6.0,5.0,2.0,0.8183592092385709,0.5700661125189511,54.0,28.0,1.0,78
33.0,4.0,5.0,7.0,3.0,2.0,0.8183592092385709,0.5752592768889914,54.0,28.0,1.0,79
33.0,4.0,5.0,5.0,5.0,3.0,0.8183592092385709,0.5752592768889914,55.0,27.0,2.0,80
26.0,2.0,4.0,11.0,7.0,4.0,0.8183592092385709,0.5752592768889914,54.0,27.0,2.0,81
26.0,9.0,8.0,6.0,9.0,5.0,0.8183592092385709,0.5752592768889914,63.0,27.0,0.0,82
20.0,6.0,6.0,3.0,4.0,8.0,0.8638698787801952,0.5752592768889914,47.0,27.0,0.0,83
16.0,6.0,6.0,4.0,8.0,4.0,0.8638698787801952,0.9392640833542918,44.0,25.0,0.0,84
3.0,3.0,6.0,3.0,4.0,4.0,0.8638698787801952,0.9392640833542918,23.0,25.0,0.0,85
7.0,4.0,4.0,1.0,4.0,0.0,0.8638698787801952,0.9392640833542918,20.0,19.0,1.0,86
11.0,1.0,3.0,1.0,4.0,3.0,0.8638698787801952,0.9392640833542918,23.0,19.0,1.0,87
9.0,1.0,4.0,1.0,1.0,0.0,0.8638698787801952,0.9392640833542918,16.0,18.0,0.0,88
5.0,0.0,3.0,2.0,0.0,5.0,0.8638698787801952,0.9999999999999999,15.0,18.0,0.0,89
2.0,1.0,0.0,2.0,0.0,1.0,0.8638698787801952,0.9999999999999999,6.0,18.0,0.0,90
0.0,0.0,0.0,1.0,1.0,1.0,0.927472222440844,0.9999999999999999,3.0,18.0,0.0,91
0.0,0.0,0.0,1.0,0.0,0.0,0.927472222440844,0.9999999999999999,1.0,18.0,0.0,92
0.0,0.0,0.0,1.0,0.0,1.0,0.927472222440844,0.9999999999999999,2.0,18.0,0.0,93
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,94
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,18.0,0.0,95
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,17
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,3.0,18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,26
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,29
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,18.0,2.0,30
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,2.0,31
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,18.0,2.0,32
0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,18.0,2.0,33
0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,6.0,20.0,3.0,34
1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,20.0,3.0,35
0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,21.0,3.0,36
1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,7.0,21.0,3.0,37
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,21.0,3.0,38
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,21.0,3.0,39
1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,22.0,3.0,40
2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,22.0,3.0,41
0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,6.0,23.0,2.0,42
3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,23.0,2.0,43
2.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,10.0,23.0,2.0,44
1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,23.0,2.0,45
3.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,11.0,24.0,2.0,46
1.0,3.0,0.0,3.0,4.0,3.0,0.0,0.0,14.0,24.0,2.0,47
7.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,14.0,25.0,2.0,48
1.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,12.0,25.0,2.0,49
1.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,13.0,25.0,2.0,50
3.0,1.0,0.0,0.0,5.0,3.0,0.48323219975226767,0.7839122560219141,12.0,25.0,2.0,51
6.0,6.0,3.0,3.0,2.0,6.0,0.48323219975226767,0.7839122560219141,26.0,26.0,2.0,52
6.0,5.0,2.0,1.0,7.0,0.0,0.48323219975226767,0.7839122560219141,21.0,26.0,2.0,53
6.0,3.0,1.0,9.0,6.0,3.0,0.48323219975226767,0.7839122560219141,28.0,27.0,1.0,54
4.0,6.0,3.0,5.0,8.0,3.0,0.45303018726775096,0.7839122560219141,29.0,27.0,1.0,55
5.0,5.0,3.0,6.0,2.0,4.0,0.45303018726775096,0.7839122560219141,25.0,26.0,1.0,56
8.0,6.0,2.0,10.0,5.0,2.0,0.45303018726775096,0.7839122560219141,33.0,26.0,1.0,57
10.0,9.0,1.0,7.0,6.0,2.0,0.45303018726775096,0.5752592768889914,35.0,26.0,1.0,58
9.0,11.0,1.0,4.0,11.0,7.0,0.45303018726775096,0.5752592768889914,43.0,26.0,1.0,59
8.0,9.0,1.0,8.0,12.0,3.0,0.45303018726775096,0.5752592768889914,41.0,27.0,1.0,60
7.0,10.0,0.0,11.0,8.0,2.0,0.45303018726775096,0.5752592768889914,38.0,27.0,1.0,61
7.0,10.0,1.0,10.0,11.0,8.0,0.45303018726775096,0.5752592768889914,47.0,27.0,2.0,62
7.0,11.0,4.0,8.0,6.0,4.0,0.8480894349756523,0.7639312224802616,40.0,27.0,2.0,63
13.0,8.0,4.0,8.0,6.0,8.0,0.8480894349756523,0.7639312224802616,47.0,28.0,2.0,64
8.0,6.0,3.0,7.0,5.0,12.0,0.8480894349756523,0.7639312224802616,41.0,28.0,2.0,65
14.0,5.0,6.0,4.0,5.0,7.0,0.8480894349756523,0.7639312224802616,41.0,28.0,2.0,66
12.0,7.0,1.0,8.0,10.0,6.0,0.8480894349756523,0.7639312224802616,44.0,28.0,2.0,67
13.0,6.0,2.0,9.0,7.0,1.0,0.8480894349756523,0.7670123691853219,38.0,28.0,2.0,68
11.0,7.0,4.0,11.0,11.0,7.0,0.8748765091174405,0.7670123691853219,51.0,28.0,2.0,69
10.0,10.0,5.0,15.0,6.0,0.0,0.8748765091174405,0.7670123691853219,46.0,29.0,2.0,70
13.0,7.0,3.0,9.0,7.0,4.0,0.8748765091174405,0.7670123691853219,43.0,29.0,2.0,71
18.0,3.0,5.0,5.0,7.0,6.0,0.8748765091174405,0.7670123691853219,44.0,29.0,2.0,72
13.0,6.0,4.0,10.0,1.0,4.0,0.8748765091174405,0.6080705200202146,38.0,29.0,2.0,73
23.0,7.0,1.0,6.0,2.0,2.0,0.8748765091174405,0.6080705200202146,41.0,29.0,2.0,74
17.0,1.0,5.0,10.0,6.0,3.0,0.9062833367737335,0.5752592768889914,42.0,29.0,2.0,75
24.0,3.0,3.0,3.0,4.0,3.0,0.9062833367737335,0.5752592768889914,40.0,29.0,2.0,76
11.0,4.0,2.0,4.0,8.0,3.0,0.9062833367737335,0.5752592768889914,32.0,29.0,2.0,77
9.0,4.0,3.0,7.0,8.0,0.0,0.9062833367737335,0.5752592768889914,31.0,28.0,3.0,78
9.0,5.0,2.0,3.0,9.0,0.0,0.9062833367737335,0.5752592768889914,28.0,28.0,3.0,79
13.0,6.0,3.0,9.0,6.0,1.0,0.9062833367737335,0.8228852290516082,38.0,28.0,3.0,80
18.0,5.0,5.0,12.0,8.0,2.0,0.9062833367737335,0.8228852290516082,50.0,28.0,3.0,81
10.0,3.0,5.0,6.0,8.0,0.0,0.9062833367737335,0.8228852290516082,32.0,27.0,3.0,82
9.0,5.0,7.0,10.0,2.0,0.0,0.7550503121129183,0.8228852290516082,33.0,27.0,3.0,83
11.0,4.0,4.0,7.0,6.0,2.0,0.7550503121129183,0.8228852290516082,34.0,26.0,3.0,84
9.0,5.0,4.0,8.0,3.0,4.0,0.7550503121129183,0.8228852290516082,33.0,26.0,3.0,85
8.0,7.0,6.0,3.0,6.0,1.0,0.7550503121129183,0.8228852290516082,31.0,25.0,3.0,86
8.0,4.0,2.0,8.0,4.0,1.0,0.7550503121129183,0.8228852290516082,27.0,25.0,3.0,87
7.0,2.0,3.0,2.0,7.0,6.0,0.7550503121129183,0.8429081508122938,27.0,24.0,3.0,88
5.0,0.0,2.0,4.0,6.0,2.0,0.7550503121129183,0.8429081508122938,19.0,24.0,3.0,89
0.0,2.0,1.0,4.0,1.0,2.0,0.7550503121129183,0.8429081508122938,10.0,22.0,2.0,90
1.0,2.0,0.0,2.0,0.0,2.0,0.6671131545326969,0.8429081508122938,7.0,22.0,2.0,91
1.0,3.0,0.0,0.0,1.0,2.0,0.6671131545326969,0.8429081508122938,7.0,23.0,3.0,92
0.0,0.0,0.0,1.0,0.0,0.0,0.6671131545326969,0.8429081508122938,1.0,23.0,3.0,93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,94
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,3.0,95
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,24
0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,18.0,2.0,25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,26
0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,18.0,2.0,27
1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,18.0,2.0,28
3.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,11.0,18.0,2.0,29
3.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,10.0,18.0,1.0,30
9.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,13.0,18.0,1.0,31
7.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,18.0,19.0,2.0,32
8.0,0.0,1.0,4.0,3.0,5.0,0.0,0.0,21.0,19.0,2.0,33
9.0,0.0,2.0,1.0,2.0,8.0,0.0,0.0,22.0,19.0,2.0,34
15.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,24.0,19.0,2.0,35
9.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,17.0,19.0,2.0,36
12.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,20.0,19.0,2.0,37
13.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,23.0,19.0,2.0,38
12.0,0.0,1.0,5.0,2.0,4.0,0.0,0.0,24.0,19.0,2.0,39
11.0,2.0,1.0,4.0,5.0,1.0,0.0,0.0,24.0,19.0,2.0,40
7.0,2.0,2.0,3.0,5.0,1.0,0.0,0.0,20.0,19.0,2.0,41
6.0,4.0,3.0,4.0,4.0,3.0,0.0,0.0,24.0,19.0,2.0,42
8.0,2.0,4.0,8.0,3.0,2.0,0.0,0.0,27.0,19.0,2.0,43
8.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,23.0,20.0,1.0,44
5.0,6.0,3.0,3.0,7.0,1.0,0.0,0.0,25.0,20.0,1.0,45
2.0,4.0,4.0,2.0,7.0,1.0,0.0,0.0,20.0,21.0,1.0,46
1.0,7.0,3.0,5.0,5.0,0.0,0.0,0.0,21.0,21.0,1.0,47
0.0,6.0,3.0,3.0,7.0,0.0,0.0,0.0,19.0,21.0,1.0,48
1.0,5.0,1.0,5.0,5.0,3.0,0.0,0.0,20.0,21.0,1.0,49
2.0,4.0,3.0,8.0,10.0,1.0,0.0,0.0,28.0,21.0,1.0,50
4.0,7.0,1.0,3.0,7.0,0.0,0.0,0.0,22.0,21.0,1.0,51
4.0,12.0,4.0,6.0,8.0,1.0,0.0,0.0,35.0,22.0,1.0,52
7.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,30.0,22.0,1.0,53
8.0,12.0,1.0,7.0,5.0,3.0,0.0,0.0,36.0,22.0,1.0,54
11.0,3.0,5.0,10.0,10.0,1.0,0.0,0.0,40.0,22.0,1.0,55
9.0,8.0,4.0,6.0,6.0,6.0,0.0,0.0,39.0,21.0,2.0,56
6.0,5.0,5.0,13.0,5.0,3.0,0.0,0.0,37.0,21.0,2.0,57
18.0,5.0,4.0,8.0,6.0,4.0,0.0,0.0,45.0,22.0,2.0,58
12.0,7.0,2.0,7.0,7.0,3.0,0.45307632293234396,0.0,38.0,22.0,2.0,59
13.0,5.0,3.0,10.0,3.0,1.0,0.45307632293234396,0.0,35.0,23.0,2.0,60
11.0,8.0,0.0,7.0,5.0,4.0,0.45307632293234396,0.0,35.0,23.0,2.0,61
11.0,10.0,3.0,10.0,10.0,2.0,0.45307632293234396,0.0,46.0,23.0,2.0,62
11.0,16.0,3.0,10.0,5.0,4.0,0.45307632293234396,0.0,49.0,23.0,2.0,63
14.0,8.0,1.0,8.0,7.0,6.0,0.45307632293234396,0.0,44.0,22.0,2.0,64
12.0,4.0,5.0,15.0,6.0,3.0,0.48323219975226767,0.5700661125189511,45.0,22.0,2.0,65
13.0,3.0,4.0,17.0,7.0,7.0,0.48323219975226767,0.5700661125189511,51.0,23.0,2.0,66
16.0,7.0,2.0,10.0,8.0,7.0,0.48323219975226767,0.5700661125189511,50.0,23.0,2.0,67
21.0,5.0,3.0,3.0,3.0,6.0,0.48323219975226767,0.5700661125189511,41.0,23.0,2.0,68
18.0,3.0,5.0,5.0,1.0,3.0,0.48323219975226767,0.5700661125189511,35.0,23.0,2.0,69
19.0,0.0,9.0,4.0,4.0,3.0,0.8070736830606344,0.5700661125189511,39.0,23.0,2.0,70
11.0,2.0,6.0,1.0,2.0,1.0,0.8070736830606344,0.6080705200202146,23.0,23.0,2.0,71
14.0,0.0,9.0,2.0,6.0,1.0,0.8070736830606344,0.6080705200202146,32.0,22.0,2.0,72
9.0,4.0,7.0,5.0,5.0,4.0,0.8070736830606344,0.6080705200202146,34.0,22.0,2.0,73
18.0,3.0,1.0,11.0,5.0,4.0,0.8070736830606344,0.6080705200202146,42.0,22.0,2.0,74
17.0,2.0,5.0,6.0,2.0,1.0,0.8070736830606344,0.6080705200202146,33.0,22.0,2.0,75
12.0,2.0,6.0,6.0,4.0,1.0,0.6779472517676925,0.6080705200202146,31.0,22.0,2.0,76
19.0,3.0,7.0,5.0,3.0,2.0,0.6779472517676925,0.5752592768889914,39.0,22.0,2.0,77
18.0,2.0,12.0,4.0,9.0,1.0,0.6779472517676925,0.7947776680778615,46.0,22.0,2.0,78
12.0,0.0,7.0,5.0,5.0,3.0,0.6779472517676925,0.7947776680778615,32.0,22.0,2.0,79
11.0,1.0,8.0,4.0,1.0,3.0,0.6779472517676925,0.7947776680778615,28.0,21.0,3.0,80
14.0,0.0,8.0,3.0,4.0,3.0,0.6779472517676925,0.7947776680778615,32.0,21.0,3.0,81
15.0,4.0,11.0,6.0,7.0,3.0,0.6779472517676925,0.7947776680778615,46.0,21.0,3.0,82
12.0,2.0,9.0,8.0,8.0,5.0,0.9245350418790841,0.9258800742851085,44.0,21.0,3.0,83
3.0,5.0,0.0,5.0,7.0,5.0,0.9245350418790841,0.9258800742851085,25.0,20.0,3.0,84
2.0,3.0,1.0,5.0,2.0,1.0,0.9245350418790841,0.9258800742851085,14.0,20.0,3.0,85
1.0,0.0,0.0,2.0,2.0,2.0,0.9245350418790841,0.9258800742851085,7.0,20.0,3.0,86
0.0,0.0,1.0,0.0,1.0,0.0,0.9245350418790841,0.9258800742851085,2.0,20.0,3.0,87
0.0,0.0,0.0,0.0,0.0,0.0,0.9245350418790841,0.9258800742851085,0.0,20.0,3.0,88
0.0,0.0,0.0,1.0,0.0,0.0,0.9245350418790841,0.9258800742851085,1.0,20.0,3.0,89
