,A+time,A+time_pops,A+time_temp/cond,A+time_pops_temp/cond,B+time,B+time_pops,B+time_temp/cond,B+time_pops_temp/cond,C+time,C+time_pops,C+time_temp/cond,C+time_pops_temp/cond,D+time,D+time_pops,D+time_temp/cond,D+time_pops_temp/cond,E+time,E+time_pops,E+time_temp/cond,E+time_pops_temp/cond,F+time,F+time_pops,F+time_temp/cond,F+time_pops_temp/cond
mult_RF,0.580699300699,0.546573426573,0.652867132867,0.600839160839,0.345454545455,0.375699300699,0.363776223776,0.34027972028,0.254545454545,0.26027972028,0.263496503497,0.272307692308,0.497846153846,0.429258741259,0.495524475524,0.426713286713,0.456083916084,0.404475524476,0.440979020979,0.418741258741,0.32013986014,0.343816183816,0.341538461538,0.346573426573
mult_KNN,0.524475524476,0.526153846154,0.503496503497,0.511048951049,0.37006993007,0.338181818182,0.353286713287,0.30965034965,0.283636363636,0.258461538462,0.262657342657,0.251748251748,0.461538461538,0.48,0.493426573427,0.483356643357,0.433846153846,0.423776223776,0.402797202797,0.40027972028,0.346573426573,0.356643356643,0.327272727273,0.345734265734
mult_SVR,0.699891235457,0.69181217963,0.725951229291,0.731833316108,0.392853678968,0.38392791689,0.36843452514,0.361024971505,0.263082697149,0.265555373316,0.264233495676,0.261439391302,0.474063287191,0.463251462431,0.467835845499,0.454832085832,0.407924540191,0.412322097024,0.386387323378,0.394896854795,0.377409642623,0.386932103475,0.390359354343,0.383654997408
mult_KR,0.55006771899,0.548151766149,0.604587935592,0.580780948509,0.382820754203,0.372033440962,0.362617091351,0.354259764001,0.278573422962,0.277713241614,0.277757225832,0.275614676628,0.514093439419,0.488084937354,0.479654725218,0.463121692575,0.439642045775,0.436456013737,0.412040680591,0.416171019848,0.387082992676,0.39205946482,0.405354481849,0.398017134602
