,A+time_pops_temp/cond,B+time_pops_temp/cond,C+time_pops_temp/cond,D+time_pops_temp/cond,E+time_pops_temp/cond,F+time_pops_temp/cond
mult_RF,0.583333333333,0.680555555556,0.736111111111,0.666666666667,0.569444444444,0.597222222222
mult_KNN,0.638888888889,0.694444444444,0.722222222222,0.625,0.625,0.597222222222
mult_SVC,0.597222222222,0.708333333333,0.722222222222,0.666666666667,0.597222222222,0.597222222222
mult_NB,0.625,0.666666666667,0.722222222222,0.555555555556,0.555555555556,0.583333333333
